,Coherence,Confidence,ReactionTime,SubResponse,TrueDirection,ACC,SubjectNumber
675,12.8,4,815,0,0,1,4
676,6.4,4,1124,180,0,0,4
677,3.2,3,1327,0,0,1,4
678,6.4,2,3465,0,0,1,4
679,25.6,6,536,0,0,1,4
680,3.2,5,1431,0,0,1,4
681,12.8,6,626,180,180,1,4
682,6.4,6,809,180,180,1,4
683,25.6,6,584,180,180,1,4
684,25.6,6,792,180,180,1,4
685,25.6,6,796,180,180,1,4
686,12.8,5,1271,0,0,1,4
687,6.4,6,1098,180,180,1,4
688,25.6,6,603,180,180,1,4
689,12.8,4,1466,180,180,1,4
690,25.6,6,599,0,0,1,4
691,3.2,2,2130,0,0,1,4
692,3.2,5,663,180,180,1,4
693,12.8,5,638,180,180,1,4
694,12.8,5,1125,0,0,1,4
695,6.4,2,1410,0,0,1,4
696,3.2,2,1299,180,0,0,4
697,25.6,6,632,180,180,1,4
698,25.6,6,627,180,180,1,4
699,6.4,2,873,0,180,0,4
700,1.6,1,2613,0,180,0,4
701,3.2,2,1247,180,180,1,4
702,6.4,5,1447,180,180,1,4
703,1.6,1,1669,180,0,0,4
704,6.4,1,2519,0,0,1,4
705,3.2,1,2522,0,0,1,4
706,1.6,1,877,180,0,0,4
707,6.4,4,554,0,0,1,4
708,3.2,3,2034,0,0,1,4
709,6.4,1,2485,180,180,1,4
710,3.2,1,1857,180,0,0,4
711,1.6,1,1905,0,180,0,4
712,6.4,1,1186,180,180,1,4
713,3.2,1,1959,180,0,0,4
714,1.6,1,1545,0,0,1,4
715,1.6,3,973,180,0,0,4
716,3.2,4,1352,180,180,1,4
717,3.2,5,1199,180,180,1,4
718,3.2,5,924,180,180,1,4
719,12.8,5,746,0,0,1,4
720,3.2,4,900,180,180,1,4
721,6.4,5,1374,180,180,1,4
722,1.6,5,877,0,180,0,4
723,6.4,5,1604,0,0,1,4
724,1.6,5,1012,180,0,0,4
725,1.6,4,1061,180,180,1,4
726,25.6,6,574,0,0,1,4
727,25.6,6,590,180,180,1,4
728,3.2,5,989,0,0,1,4
729,12.8,4,637,180,0,0,4
730,3.2,2,1757,180,180,1,4
731,25.6,6,448,0,0,1,4
732,6.4,5,541,180,180,1,4
733,1.6,6,561,0,180,0,4
734,1.6,4,906,180,180,1,4
735,6.4,6,771,0,180,0,4
736,1.6,3,708,180,0,0,4
737,25.6,6,593,180,180,1,4
738,3.2,5,615,180,180,1,4
739,25.6,6,653,180,180,1,4
740,3.2,6,520,0,0,1,4
741,1.6,4,1193,180,180,1,4
742,12.8,6,780,180,180,1,4
743,1.6,5,581,0,180,0,4
744,1.6,1,2384,180,0,0,4
745,1.6,5,622,180,0,0,4
746,3.2,5,1419,180,0,0,4
747,3.2,5,705,0,0,1,4
748,6.4,5,731,0,0,1,4
749,1.6,5,1905,0,0,1,4
750,12.8,6,678,180,0,0,4
751,6.4,2,1946,180,0,0,4
752,12.8,2,1344,180,0,0,4
753,1.6,1,1611,180,0,0,4
754,1.6,1,1484,0,180,0,4
755,12.8,6,792,180,180,1,4
756,1.6,1,2080,0,180,0,4
757,1.6,1,1727,180,0,0,4
758,25.6,6,783,0,0,1,4
759,25.6,6,817,0,0,1,4
760,25.6,6,684,0,0,1,4
761,6.4,6,1240,180,180,1,4
762,25.6,6,608,0,0,1,4
763,25.6,6,763,0,0,1,4
764,12.8,6,1187,0,0,1,4
765,1.6,5,1185,0,0,1,4
766,1.6,6,566,180,180,1,4
767,12.8,6,769,0,0,1,4
768,12.8,5,1421,0,0,1,4
769,3.2,3,1227,180,180,1,4
770,1.6,4,986,0,0,1,4
771,6.4,4,1723,0,0,1,4
772,25.6,6,786,180,180,1,4
773,3.2,5,625,0,180,0,4
774,25.6,4,1201,0,0,1,4
775,12.8,6,750,180,180,1,4
776,12.8,6,899,0,0,1,4
777,6.4,2,2006,180,0,0,4
778,12.8,2,879,180,180,1,4
779,3.2,4,1106,180,0,0,4
780,25.6,6,643,180,180,1,4
781,12.8,6,566,0,0,1,4
782,12.8,5,1241,0,0,1,4
783,3.2,3,1427,0,180,0,4
784,25.6,5,680,0,0,1,4
785,12.8,2,1208,180,180,1,4
786,6.4,1,1441,180,180,1,4
787,25.6,6,753,180,180,1,4
788,12.8,2,1224,0,180,0,4
789,6.4,6,676,180,180,1,4
790,3.2,1,1660,180,180,1,4
791,25.6,6,763,180,180,1,4
792,3.2,1,697,180,0,0,4
793,1.6,2,1748,180,180,1,4
794,6.4,3,1832,180,180,1,4
795,1.6,1,976,0,180,0,4
796,1.6,2,1605,0,0,1,4
797,12.8,6,730,0,0,1,4
798,12.8,6,672,180,180,1,4
799,6.4,5,1104,180,180,1,4
800,6.4,6,936,0,0,1,5
801,12.8,6,542,180,180,1,5
802,6.4,6,539,0,0,1,5
803,25.6,6,647,0,0,1,5
804,25.6,6,502,180,180,1,5
805,1.6,5,522,0,0,1,5
806,3.2,5,485,180,180,1,5
807,12.8,6,483,0,0,1,5
808,3.2,4,407,180,0,0,5
809,25.6,6,613,180,180,1,5
810,6.4,6,651,0,0,1,5
811,3.2,6,429,180,180,1,5
812,12.8,1,732,180,180,1,5
813,25.6,6,536,0,0,1,5
814,12.8,5,531,180,180,1,5
815,12.8,5,533,180,180,1,5
816,1.6,4,1117,0,180,0,5
817,1.6,3,644,180,180,1,5
818,3.2,2,519,0,180,0,5
819,3.2,4,594,180,0,0,5
820,1.6,4,654,180,0,0,5
821,1.6,1,525,0,0,1,5
822,12.8,1,1105,180,180,1,5
823,6.4,2,792,0,0,1,5
824,6.4,3,524,180,180,1,5
825,3.2,3,771,180,180,1,5
826,6.4,5,919,180,0,0,5
827,6.4,6,1202,180,0,0,5
828,1.6,5,1345,180,180,1,5
829,25.6,6,695,0,0,1,5
830,6.4,2,760,180,0,0,5
831,25.6,6,727,180,180,1,5
832,25.6,6,575,0,0,1,5
833,3.2,6,598,180,0,0,5
834,25.6,6,611,0,0,1,5
835,1.6,4,704,180,0,0,5
836,6.4,5,889,180,180,1,5
837,6.4,6,524,0,0,1,5
838,25.6,6,823,0,0,1,5
839,25.6,6,742,0,0,1,5
840,12.8,6,617,180,180,1,5
841,12.8,2,704,180,180,1,5
842,12.8,2,706,180,180,1,5
843,25.6,3,568,180,180,1,5
844,25.6,6,797,180,180,1,5
845,12.8,6,615,0,0,1,5
846,1.6,3,667,180,0,0,5
847,12.8,6,723,0,0,1,5
848,1.6,2,592,180,180,1,5
849,25.6,6,569,180,180,1,5
850,25.6,6,511,0,0,1,5
851,25.6,6,504,180,180,1,5
852,25.6,6,674,180,180,1,5
853,1.6,6,627,0,180,0,5
854,1.6,4,611,180,180,1,5
855,3.2,2,703,180,180,1,5
856,1.6,2,647,0,0,1,5
857,6.4,2,794,0,180,0,5
858,6.4,1,642,0,0,1,5
859,3.2,2,658,180,180,1,5
860,3.2,1,731,0,0,1,5
861,3.2,4,571,180,0,0,5
862,12.8,5,590,0,0,1,5
863,6.4,4,798,180,180,1,5
864,25.6,6,543,0,0,1,5
865,1.6,5,550,180,180,1,5
866,6.4,4,552,0,0,1,5
867,6.4,4,667,0,0,1,5
868,3.2,6,600,180,180,1,5
869,12.8,6,892,180,180,1,5
870,3.2,2,980,0,180,0,5
871,3.2,2,710,180,180,1,5
872,3.2,3,612,180,0,0,5
873,12.8,6,524,0,0,1,5
874,12.8,5,715,180,180,1,5
875,1.6,2,629,0,180,0,5
876,6.4,4,621,0,180,0,5
877,1.6,2,768,180,0,0,5
878,1.6,3,609,0,180,0,5
879,6.4,5,1066,180,180,1,5
880,12.8,4,621,0,0,1,5
881,3.2,5,763,180,180,1,5
882,1.6,6,837,180,0,0,5
883,6.4,6,608,0,0,1,5
884,12.8,6,607,0,0,1,5
885,3.2,3,664,180,0,0,5
886,12.8,6,516,180,180,1,5
887,6.4,5,544,0,180,0,5
888,6.4,6,896,180,180,1,5
889,6.4,5,1165,180,180,1,5
890,12.8,1,648,180,180,1,5
891,25.6,6,571,0,0,1,5
892,6.4,5,776,0,180,0,5
893,25.6,6,660,0,0,1,5
894,6.4,2,1153,0,180,0,5
895,1.6,1,792,0,180,0,5
896,1.6,3,661,0,0,1,5
897,12.8,5,606,0,0,1,5
898,3.2,5,571,180,0,0,5
899,6.4,5,1033,180,180,1,5
900,1.6,6,569,0,180,0,5
901,12.8,6,1103,180,180,1,5
902,6.4,6,657,0,0,1,5
903,3.2,1,1027,0,180,0,5
904,25.6,6,537,180,180,1,5
905,3.2,4,631,180,180,1,5
906,3.2,3,1233,180,0,0,5
907,1.6,4,740,180,180,1,5
908,3.2,6,608,0,180,0,5
909,1.6,2,708,180,0,0,5
910,3.2,1,796,0,0,1,5
911,6.4,4,616,180,180,1,5
912,3.2,1,922,180,0,0,5
913,6.4,4,717,0,0,1,5
914,6.4,5,560,180,180,1,5
915,1.6,2,979,180,0,0,5
916,25.6,6,607,180,180,1,5
917,6.4,2,726,180,0,0,5
918,1.6,4,702,180,0,0,5
919,12.8,6,634,0,0,1,5
920,12.8,6,606,180,180,1,5
921,3.2,1,1585,180,180,1,5
922,12.8,6,591,0,0,1,5
923,25.6,6,580,0,0,1,5
924,3.2,6,914,0,180,0,5
925,6.4,6,844,180,180,1,5
926,25.6,6,695,0,0,1,5
927,25.6,6,577,0,0,1,5
928,12.8,4,580,180,0,0,5
929,3.2,3,794,180,180,1,5
930,25.6,6,624,180,180,1,5
931,25.6,6,558,180,180,1,5
932,1.6,5,538,0,180,0,5
933,6.4,4,931,0,180,0,5
934,12.8,6,539,180,180,1,5
935,3.2,6,608,180,180,1,5
936,6.4,1,726,180,0,0,5
937,25.6,6,628,180,180,1,5
938,3.2,1,780,180,180,1,5
939,1.6,1,1046,180,180,1,5
940,12.8,6,635,180,180,1,5
941,6.4,5,850,0,0,1,5
942,6.4,4,659,180,180,1,5
943,3.2,2,1055,180,0,0,5
944,3.2,2,661,0,0,1,5
945,25.6,6,550,180,180,1,5
946,3.2,4,746,0,0,1,5
947,3.2,1,902,0,0,1,5
948,6.4,5,575,180,180,1,5
949,25.6,6,640,180,180,1,5
950,3.2,5,868,0,180,0,5
951,1.6,1,674,0,180,0,5
952,1.6,3,507,180,180,1,5
953,1.6,3,662,180,0,0,5
954,1.6,4,605,180,0,0,5
955,3.2,1,854,180,0,0,5
956,12.8,1,1269,180,0,0,5
957,25.6,6,533,0,0,1,5
958,1.6,1,638,180,180,1,5
959,3.2,4,682,0,0,1,5
960,12.8,2,1172,0,0,1,5
961,25.6,6,538,180,180,1,5
962,12.8,6,579,0,0,1,5
963,12.8,5,1055,0,0,1,5
964,12.8,4,997,0,0,1,5
965,25.6,6,599,180,180,1,5
966,12.8,6,572,0,0,1,5
967,25.6,6,761,0,0,1,5
968,25.6,6,736,0,0,1,5
969,12.8,6,286,0,180,0,5
970,12.8,6,577,180,180,1,5
971,6.4,5,838,180,180,1,5
972,25.6,6,645,180,180,1,5
973,25.6,6,564,0,0,1,5
974,1.6,3,511,180,0,0,5
975,12.8,3,660,0,0,1,5
976,25.6,5,454,180,180,1,5
977,6.4,4,491,0,0,1,5
978,1.6,5,677,0,0,1,5
979,25.6,6,539,180,180,1,5
980,3.2,3,868,180,180,1,5
981,25.6,5,519,0,0,1,5
982,1.6,2,823,180,180,1,5
983,3.2,4,460,0,0,1,5
984,1.6,3,523,0,0,1,5
985,12.8,5,518,180,180,1,5
986,1.6,4,558,0,0,1,5
987,6.4,4,615,180,180,1,5
988,12.8,4,550,0,0,1,5
989,1.6,3,497,180,0,0,5
990,6.4,4,525,0,0,1,5
991,12.8,3,891,0,0,1,5
992,3.2,2,581,0,0,1,5
993,1.6,2,550,180,0,0,5
994,25.6,6,523,0,0,1,5
995,1.6,1,699,180,180,1,5
996,12.8,3,585,180,180,1,5
997,6.4,2,1411,180,0,0,5
998,1.6,1,701,180,180,1,5
999,3.2,1,904,0,0,1,5
1000,3.2,2,957,0,180,0,6
1001,3.2,5,629,0,0,1,6
1002,12.8,6,484,180,180,1,6
1003,1.6,6,478,0,0,1,6
1004,12.8,4,426,180,0,0,6
1005,1.6,5,561,180,180,1,6
1006,6.4,6,502,0,0,1,6
1007,1.6,6,374,180,0,0,6
1008,1.6,6,475,0,0,1,6
1009,25.6,5,409,180,180,1,6
1010,6.4,5,575,180,0,0,6
1011,6.4,5,452,0,180,0,6
1012,3.2,4,405,180,0,0,6
1013,6.4,5,496,0,180,0,6
1014,25.6,6,460,180,180,1,6
1015,6.4,3,603,180,180,1,6
1016,12.8,5,444,0,0,1,6
1017,25.6,2,552,180,0,0,6
1018,12.8,4,494,0,180,0,6
1019,1.6,2,470,0,180,0,6
1020,6.4,4,722,180,180,1,6
1021,1.6,2,990,0,180,0,6
1022,3.2,5,889,180,180,1,6
1023,1.6,1,1192,0,0,1,6
1024,6.4,2,580,0,0,1,6
1025,6.4,4,581,180,180,1,6
1026,6.4,2,662,0,0,1,6
1027,25.6,6,590,180,180,1,6
1028,25.6,6,504,0,0,1,6
1029,3.2,3,750,180,180,1,6
1030,25.6,6,535,0,0,1,6
1031,12.8,6,883,0,0,1,6
1032,6.4,3,941,180,0,0,6
1033,3.2,2,744,0,180,0,6
1034,25.6,6,556,180,180,1,6
1035,3.2,3,641,180,0,0,6
1036,1.6,1,1271,0,0,1,6
1037,3.2,5,578,180,0,0,6
1038,3.2,3,1104,180,0,0,6
1039,1.6,2,2023,0,0,1,6
1040,12.8,4,586,180,180,1,6
1041,3.2,2,1158,180,0,0,6
1042,3.2,2,1136,180,0,0,6
1043,25.6,6,863,0,0,1,6
1044,3.2,5,552,180,180,1,6
1045,12.8,6,1134,0,0,1,6
1046,3.2,5,1220,0,0,1,6
1047,6.4,6,547,180,180,1,6
1048,1.6,6,1452,0,180,0,6
1049,25.6,6,619,180,180,1,6
1050,3.2,5,593,0,0,1,6
1051,1.6,3,799,180,180,1,6
1052,1.6,5,571,180,180,1,6
1053,1.6,2,1687,0,0,1,6
1054,12.8,6,607,180,180,1,6
1055,12.8,1,516,180,180,1,6
1056,25.6,6,625,180,180,1,6
1057,25.6,6,892,0,0,1,6
1058,3.2,1,626,180,0,0,6
1059,6.4,1,621,0,0,1,6
1060,25.6,6,637,180,180,1,6
1061,25.6,6,529,0,0,1,6
1062,1.6,6,784,180,180,1,6
1063,3.2,1,676,0,180,0,6
1064,12.8,6,553,180,180,1,6
1065,6.4,2,1363,180,0,0,6
1066,6.4,5,580,0,180,0,6
1067,25.6,6,668,0,0,1,6
1068,12.8,6,891,0,0,1,6
1069,6.4,1,954,0,0,1,6
1070,12.8,2,782,0,0,1,6
1071,25.6,6,687,0,0,1,6
1072,12.8,6,838,180,180,1,6
1073,6.4,6,985,0,0,1,6
1074,6.4,6,495,180,180,1,6
1075,12.8,5,696,180,180,1,6
1076,1.6,1,1383,0,0,1,6
1077,25.6,6,745,0,0,1,6
1078,25.6,6,767,0,0,1,6
1079,6.4,3,1073,0,0,1,6
1080,1.6,4,632,180,0,0,6
1081,25.6,5,727,0,0,1,6
1082,12.8,2,650,0,0,1,6
1083,3.2,1,950,0,0,1,6
1084,1.6,2,940,0,0,1,6
1085,6.4,1,873,180,180,1,6
1086,12.8,1,588,0,0,1,6
1087,3.2,1,923,180,180,1,6
1088,1.6,2,986,180,0,0,6
1089,1.6,3,633,0,0,1,6
1090,6.4,2,623,0,180,0,6
1091,12.8,6,628,0,0,1,6
1092,6.4,3,531,180,180,1,6
1093,3.2,2,553,0,0,1,6
1094,3.2,4,503,180,180,1,6
1095,25.6,6,521,0,0,1,6
1096,6.4,6,501,180,180,1,6
1097,12.8,6,666,0,0,1,6
1098,1.6,3,929,180,0,0,6
1099,1.6,4,637,180,180,1,6
1100,6.4,4,550,180,180,1,6
1101,25.6,6,575,180,180,1,6
1102,25.6,6,745,180,180,1,6
1103,1.6,1,922,180,180,1,6
1104,6.4,1,759,0,0,1,6
1105,3.2,3,499,0,0,1,6
1106,1.6,2,808,0,0,1,6
1107,3.2,2,627,180,0,0,6
1108,3.2,1,552,180,180,1,6
1109,12.8,4,691,0,0,1,6
1110,3.2,5,522,180,180,1,6
1111,12.8,6,614,180,180,1,6
1112,3.2,1,980,180,180,1,6
1113,1.6,2,645,180,0,0,6
1114,25.6,6,580,180,180,1,6
1115,12.8,6,530,180,180,1,6
1116,1.6,2,820,180,180,1,6
1117,3.2,3,998,180,0,0,6
1118,6.4,6,526,0,0,1,6
1119,25.6,6,544,0,0,1,6
1120,12.8,4,656,0,0,1,6
1121,12.8,5,566,180,180,1,6
1122,3.2,6,519,0,180,0,6
1123,25.6,6,559,0,0,1,6
1124,12.8,3,645,180,180,1,6
1125,12.8,5,594,180,180,1,6
1126,12.8,5,519,180,180,1,6
1127,12.8,6,969,0,0,1,6
1128,1.6,6,674,180,180,1,6
1129,25.6,6,673,180,180,1,6
1130,25.6,6,666,180,180,1,6
1131,3.2,5,672,180,180,1,6
1132,12.8,5,542,180,180,1,6
1133,6.4,4,676,180,0,0,6
1134,1.6,4,649,180,0,0,6
1135,6.4,4,809,0,180,0,6
1136,6.4,2,720,180,0,0,6
1137,25.6,5,636,0,0,1,6
1138,3.2,4,933,0,180,0,6
1139,6.4,5,618,0,0,1,6
1140,12.8,6,706,0,0,1,6
1141,1.6,3,773,180,180,1,6
1142,25.6,6,501,180,180,1,6
1143,6.4,4,999,180,0,0,6
1144,1.6,5,512,0,180,0,6
1145,1.6,6,532,180,180,1,6
1146,1.6,1,925,180,180,1,6
1147,6.4,4,701,180,180,1,6
1148,25.6,6,737,180,180,1,6
1149,6.4,5,787,180,180,1,6
1150,12.8,1,683,0,0,1,6
1151,12.8,4,959,0,0,1,6
1152,25.6,6,647,0,0,1,6
1153,12.8,5,599,0,0,1,6
1154,25.6,4,606,0,0,1,6
1155,1.6,5,466,180,0,0,6
1156,25.6,6,640,0,0,1,6
1157,1.6,5,876,180,0,0,6
1158,25.6,6,544,180,180,1,6
1159,12.8,5,516,0,0,1,6
1160,3.2,4,398,180,180,1,6
1161,25.6,5,577,180,180,1,6
1162,3.2,3,637,180,0,0,6
1163,12.8,5,736,180,180,1,6
1164,3.2,1,579,0,0,1,6
1165,3.2,2,748,0,0,1,6
1166,12.8,5,499,180,180,1,6
1167,1.6,3,542,180,180,1,6
1168,25.6,6,593,180,180,1,6
1169,12.8,1,605,0,0,1,6
1170,25.6,6,556,0,0,1,6
1171,3.2,3,538,180,0,0,6
1172,1.6,3,639,180,180,1,6
1173,6.4,1,610,0,0,1,6
1174,1.6,3,699,180,180,1,6
1175,25.6,6,563,180,180,1,6
1176,6.4,3,484,0,0,1,6
1177,3.2,3,657,180,180,1,6
1178,3.2,2,554,180,180,1,6
1179,12.8,2,624,180,180,1,6
1180,6.4,2,677,180,180,1,6
1181,3.2,4,973,180,180,1,6
1182,1.6,4,567,0,0,1,6
1183,12.8,5,434,180,180,1,6
1184,6.4,4,638,0,0,1,6
1185,1.6,3,530,180,0,0,6
1186,25.6,5,569,180,180,1,6
1187,6.4,5,657,180,180,1,6
1188,6.4,5,666,180,180,1,6
1189,25.6,6,728,0,0,1,6
1190,12.8,6,459,180,180,1,6
1191,6.4,1,892,180,180,1,6
1192,25.6,6,620,180,180,1,6
1193,1.6,6,636,0,180,0,6
1194,6.4,4,512,180,0,0,6
1195,3.2,2,572,0,180,0,6
1196,3.2,4,506,180,180,1,6
1197,3.2,2,689,0,0,1,6
1198,1.6,4,668,180,180,1,6
1199,12.8,5,460,0,0,1,6
1200,25.6,4,1618,0,0,1,7
1201,3.2,3,1653,0,0,1,7
1202,1.6,3,1606,180,180,1,7
1203,12.8,6,578,0,0,1,7
1204,6.4,6,1715,0,0,1,7
1205,12.8,5,1105,180,0,0,7
1206,6.4,6,900,0,0,1,7
1207,1.6,5,1832,0,180,0,7
1208,1.6,2,1348,180,180,1,7
1209,1.6,5,1742,180,180,1,7
1210,6.4,6,676,0,0,1,7
1211,6.4,6,973,180,180,1,7
1212,3.2,5,992,180,180,1,7
1213,25.6,6,610,0,0,1,7
1214,12.8,6,1054,0,0,1,7
1215,12.8,6,1201,180,180,1,7
1216,1.6,4,1193,0,180,0,7
1217,25.6,6,627,180,180,1,7
1218,6.4,5,879,0,0,1,7
1219,12.8,6,1156,180,180,1,7
1220,3.2,5,1340,180,180,1,7
1221,6.4,3,1578,180,180,1,7
1222,12.8,6,911,180,180,1,7
1223,3.2,6,1291,0,180,0,7
1224,12.8,5,975,0,0,1,7
1225,25.6,6,577,180,180,1,7
1226,3.2,5,1436,0,180,0,7
1227,1.6,5,1548,0,180,0,7
1228,1.6,5,1623,180,0,0,7
1229,1.6,5,1990,180,180,1,7
1230,12.8,6,966,0,0,1,7
1231,25.6,6,625,180,180,1,7
1232,1.6,5,917,0,180,0,7
1233,3.2,5,1256,0,0,1,7
1234,6.4,4,1468,180,180,1,7
1235,25.6,6,812,180,180,1,7
1236,25.6,6,579,0,0,1,7
1237,3.2,5,854,0,0,1,7
1238,6.4,3,881,180,0,0,7
1239,1.6,2,1377,0,0,1,7
1240,12.8,6,784,180,180,1,7
1241,3.2,5,1197,180,180,1,7
1242,25.6,6,679,0,0,1,7
1243,6.4,2,1056,180,0,0,7
1244,12.8,6,775,180,180,1,7
1245,1.6,6,638,0,0,1,7
1246,1.6,2,1356,0,180,0,7
1247,3.2,5,584,0,180,0,7
1248,1.6,4,1028,180,180,1,7
1249,12.8,6,750,0,0,1,7
1250,25.6,6,772,180,180,1,7
1251,3.2,4,780,180,180,1,7
1252,6.4,4,1239,180,180,1,7
1253,25.6,6,808,180,180,1,7
1254,12.8,6,683,0,0,1,7
1255,6.4,4,828,180,180,1,7
1256,12.8,6,994,180,180,1,7
1257,25.6,6,626,0,0,1,7
1258,6.4,3,649,180,0,0,7
1259,3.2,3,874,0,0,1,7
1260,3.2,5,845,180,0,0,7
1261,6.4,4,1291,180,0,0,7
1262,1.6,2,996,180,0,0,7
1263,12.8,6,639,0,0,1,7
1264,3.2,6,912,180,180,1,7
1265,25.6,6,651,180,180,1,7
1266,25.6,6,595,0,0,1,7
1267,12.8,6,938,0,0,1,7
1268,25.6,6,641,180,180,1,7
1269,6.4,2,1100,0,0,1,7
1270,25.6,4,931,0,0,1,7
1271,6.4,5,700,180,180,1,7
1272,1.6,1,1403,0,180,0,7
1273,3.2,5,707,180,0,0,7
1274,3.2,5,939,0,0,1,7
1275,3.2,5,745,180,0,0,7
1276,1.6,1,1296,0,0,1,7
1277,25.6,4,1484,0,0,1,7
1278,25.6,6,824,0,0,1,7
1279,6.4,6,930,180,180,1,7
1280,12.8,6,933,0,0,1,7
1281,25.6,6,855,0,0,1,7
1282,6.4,5,909,0,0,1,7
1283,1.6,6,823,180,180,1,7
1284,25.6,6,564,0,0,1,7
1285,1.6,1,1195,0,0,1,7
1286,12.8,6,661,180,180,1,7
1287,1.6,5,990,180,180,1,7
1288,1.6,2,1000,0,0,1,7
1289,3.2,5,635,180,180,1,7
1290,12.8,6,938,180,180,1,7
1291,6.4,5,1249,180,180,1,7
1292,6.4,1,1767,0,0,1,7
1293,12.8,6,1043,180,180,1,7
1294,6.4,5,612,0,0,1,7
1295,6.4,5,803,180,180,1,7
1296,6.4,3,845,0,180,0,7
1297,1.6,4,1130,180,0,0,7
1298,25.6,6,749,180,180,1,7
1299,3.2,2,980,0,0,1,7
1300,3.2,4,1164,180,0,0,7
1301,1.6,3,1054,180,180,1,7
1302,3.2,5,845,0,0,1,7
1303,6.4,3,1577,180,0,0,7
1304,1.6,2,932,0,0,1,7
1305,25.6,6,657,180,180,1,7
1306,25.6,6,899,180,180,1,7
1307,6.4,5,1248,180,180,1,7
1308,3.2,2,690,180,180,1,7
1309,12.8,6,662,180,180,1,7
1310,12.8,6,576,0,0,1,7
1311,25.6,5,624,0,0,1,7
1312,6.4,6,671,180,180,1,7
1313,25.6,5,592,180,180,1,7
1314,6.4,5,710,180,180,1,7
1315,25.6,6,614,0,0,1,7
1316,25.6,6,618,0,0,1,7
1317,12.8,6,581,180,180,1,7
1318,1.6,3,804,180,0,0,7
1319,3.2,2,893,0,0,1,7
1320,6.4,2,804,180,0,0,7
1321,25.6,6,825,180,180,1,7
1322,1.6,3,988,180,0,0,7
1323,6.4,3,862,180,180,1,7
1324,3.2,3,1101,0,0,1,7
1325,1.6,3,772,180,0,0,7
1326,1.6,4,713,0,0,1,7
1327,6.4,5,894,0,0,1,7
1328,6.4,3,1050,0,0,1,7
1329,3.2,6,828,180,180,1,7
1330,6.4,3,1118,0,0,1,7
1331,6.4,2,834,180,180,1,7
1332,25.6,6,651,0,0,1,7
1333,3.2,5,855,180,180,1,7
1334,25.6,6,577,0,0,1,7
1335,3.2,5,868,180,0,0,7
1336,6.4,6,919,180,180,1,7
1337,12.8,6,937,180,180,1,7
1338,12.8,6,879,0,0,1,7
1339,25.6,6,717,0,0,1,7
1340,3.2,5,697,180,180,1,7
1341,3.2,4,568,0,0,1,7
1342,1.6,5,933,180,0,0,7
1343,12.8,5,683,180,180,1,7
1344,1.6,2,1104,0,0,1,7
1345,12.8,5,806,180,180,1,7
