,Coherence,Confidence,ReactionTime,SubResponse,TrueDirection,ACC,SubjectNumber
1346,3.2,2,987,0,180,0,7
1347,25.6,6,664,0,0,1,7
1348,1.6,6,826,180,180,1,7
1349,1.6,5,626,0,0,1,7
1350,1.6,3,884,180,0,0,7
1351,3.2,2,1073,0,180,0,7
1352,12.8,5,1011,0,0,1,7
1353,25.6,6,619,180,180,1,7
1354,1.6,2,945,180,180,1,7
1355,6.4,5,698,0,0,1,7
1356,12.8,6,664,180,180,1,7
1357,12.8,6,1096,180,180,1,7
1358,25.6,6,652,180,180,1,7
1359,25.6,6,1055,180,180,1,7
1360,6.4,5,1023,180,180,1,7
1361,6.4,4,834,0,0,1,7
1362,3.2,5,1005,180,180,1,7
1363,3.2,3,709,0,180,0,7
1364,25.6,5,753,180,180,1,7
1365,12.8,3,989,0,180,0,7
1366,12.8,5,736,0,0,1,7
1367,25.6,6,992,0,0,1,7
1368,12.8,6,1132,0,0,1,7
1369,1.6,6,1557,0,180,0,7
1370,12.8,6,841,180,180,1,7
1371,25.6,6,623,0,0,1,7
1372,12.8,6,809,0,0,1,7
1373,1.6,5,923,0,0,1,7
1374,3.2,6,766,180,180,1,7
1375,3.2,6,944,0,0,1,7
1376,1.6,6,1088,180,180,1,7
1377,1.6,3,1350,0,0,1,7
1378,25.6,6,577,180,180,1,7
1379,25.6,6,639,180,180,1,7
1380,12.8,6,639,180,180,1,7
1381,3.2,6,875,180,0,0,7
1382,3.2,4,1337,0,0,1,7
1383,1.6,5,805,180,180,1,7
1384,25.6,6,782,180,180,1,7
1385,3.2,5,891,180,180,1,7
1386,3.2,5,606,180,0,0,7
1387,1.6,5,833,180,180,1,7
1388,12.8,6,644,180,180,1,7
1389,3.2,2,746,0,0,1,7
1390,12.8,6,1085,0,0,1,7
1391,6.4,5,986,0,0,1,7
1392,6.4,6,579,180,180,1,7
1393,12.8,5,507,0,0,1,7
1394,6.4,5,768,180,180,1,7
1395,12.8,5,836,0,0,1,7
1396,12.8,5,804,0,0,1,7
1397,6.4,5,690,180,180,1,7
1398,3.2,5,750,180,180,1,7
1399,1.6,5,655,0,0,1,7
1400,6.4,6,933,0,0,1,8
1401,3.2,5,605,0,180,0,8
1402,25.6,6,476,180,180,1,8
1403,25.6,5,516,0,0,1,8
1404,1.6,3,662,0,180,0,8
1405,12.8,4,880,0,0,1,8
1406,3.2,4,976,0,0,1,8
1407,1.6,5,564,180,0,0,8
1408,1.6,4,736,0,0,1,8
1409,12.8,5,807,180,180,1,8
1410,12.8,3,1428,0,180,0,8
1411,6.4,3,867,0,0,1,8
1412,12.8,4,752,0,0,1,8
1413,12.8,5,1028,0,0,1,8
1414,12.8,5,716,180,180,1,8
1415,3.2,5,885,180,180,1,8
1416,3.2,4,644,0,0,1,8
1417,6.4,5,582,180,180,1,8
1418,3.2,5,907,180,0,0,8
1419,12.8,4,721,180,180,1,8
1420,1.6,3,1238,180,180,1,8
1421,3.2,2,744,0,180,0,8
1422,6.4,3,931,0,0,1,8
1423,6.4,3,1108,0,0,1,8
1424,12.8,6,984,0,0,1,8
1425,25.6,6,717,0,0,1,8
1426,1.6,4,1160,0,180,0,8
1427,3.2,4,607,180,0,0,8
1428,3.2,2,945,0,180,0,8
1429,6.4,3,1190,180,180,1,8
1430,12.8,5,943,180,180,1,8
1431,25.6,6,793,180,180,1,8
1432,12.8,6,639,0,0,1,8
1433,6.4,3,983,0,0,1,8
1434,1.6,4,967,180,0,0,8
1435,6.4,4,619,0,0,1,8
1436,6.4,4,828,180,180,1,8
1437,6.4,2,917,0,0,1,8
1438,25.6,5,977,0,0,1,8
1439,6.4,4,937,180,0,0,8
1440,3.2,3,968,0,180,0,8
1441,6.4,6,570,180,180,1,8
1442,3.2,3,1259,0,180,0,8
1443,1.6,4,1727,180,180,1,8
1444,12.8,5,612,180,180,1,8
1445,12.8,6,932,180,180,1,8
1446,12.8,4,799,180,180,1,8
1447,1.6,5,896,180,180,1,8
1448,6.4,5,974,180,180,1,8
1449,6.4,5,549,180,180,1,8
1450,1.6,4,853,180,180,1,8
1451,1.6,3,673,180,0,0,8
1452,25.6,6,593,180,180,1,8
1453,12.8,6,610,0,0,1,8
1454,1.6,6,618,180,0,0,8
1455,3.2,3,1050,180,0,0,8
1456,6.4,5,562,180,0,0,8
1457,1.6,4,799,180,0,0,8
1458,12.8,4,845,0,180,0,8
1459,6.4,6,1264,180,0,0,8
1460,6.4,5,945,0,180,0,8
1461,1.6,3,951,0,180,0,8
1462,1.6,5,606,180,180,1,8
1463,1.6,4,878,180,180,1,8
1464,25.6,6,571,0,0,1,8
1465,25.6,6,538,180,180,1,8
1466,25.6,6,687,180,180,1,8
1467,25.6,6,711,180,180,1,8
1468,6.4,4,753,180,180,1,8
1469,12.8,5,836,0,0,1,8
1470,6.4,3,760,180,0,0,8
1471,6.4,4,1074,180,180,1,8
1472,6.4,3,1018,180,180,1,8
1473,25.6,6,544,0,0,1,8
1474,12.8,6,707,180,180,1,8
1475,1.6,3,1023,0,0,1,8
1476,3.2,5,589,180,180,1,8
1477,1.6,5,1012,180,0,0,8
1478,1.6,4,1194,0,0,1,8
1479,12.8,5,626,180,180,1,8
1480,1.6,5,912,180,0,0,8
1481,1.6,5,706,180,180,1,8
1482,3.2,4,1251,180,0,0,8
1483,6.4,3,957,180,180,1,8
1484,3.2,4,1004,0,0,1,8
1485,12.8,5,746,180,180,1,8
1486,25.6,6,588,180,180,1,8
1487,25.6,6,739,0,0,1,8
1488,3.2,6,1240,180,180,1,8
1489,25.6,6,598,0,0,1,8
1490,12.8,5,951,0,0,1,8
1491,12.8,5,610,180,180,1,8
1492,25.6,6,808,180,180,1,8
1493,1.6,5,1023,180,180,1,8
1494,25.6,6,1007,180,180,1,8
1495,25.6,5,853,180,180,1,8
1496,25.6,5,1053,180,180,1,8
1497,1.6,1,1099,0,180,0,8
1498,3.2,2,1011,0,180,0,8
1499,6.4,5,596,180,180,1,8
1500,6.4,6,1052,180,180,1,8
1501,3.2,3,965,180,0,0,8
1502,1.6,4,1105,0,180,0,8
1503,25.6,6,700,180,180,1,8
1504,12.8,6,952,0,0,1,8
1505,3.2,2,1129,0,180,0,8
1506,6.4,3,986,180,0,0,8
1507,6.4,3,753,180,180,1,8
1508,1.6,3,793,0,0,1,8
1509,1.6,2,1187,180,0,0,8
1510,6.4,5,855,180,180,1,8
1511,25.6,6,604,0,0,1,8
1512,25.6,6,716,180,180,1,8
1513,6.4,5,749,0,0,1,8
1514,25.6,6,644,0,0,1,8
1515,3.2,2,1061,0,0,1,8
1516,1.6,5,851,0,0,1,8
1517,3.2,4,1054,0,0,1,8
1518,3.2,2,1378,0,0,1,8
1519,3.2,4,1079,0,0,1,8
1520,1.6,4,743,180,0,0,8
1521,25.6,6,652,0,0,1,8
1522,12.8,1,1110,180,0,0,8
1523,12.8,5,865,0,0,1,8
1524,1.6,5,819,0,0,1,8
1525,3.2,6,1282,0,0,1,8
1526,25.6,5,837,0,0,1,8
1527,6.4,6,523,180,180,1,8
1528,25.6,6,558,0,0,1,8
1529,12.8,5,862,0,0,1,8
1530,1.6,3,1073,0,180,0,8
1531,1.6,4,704,180,0,0,8
1532,3.2,4,724,0,0,1,8
1533,1.6,3,582,180,0,0,8
1534,3.2,3,1074,0,180,0,8
1535,12.8,4,638,0,0,1,8
1536,3.2,5,607,180,180,1,8
1537,25.6,6,682,180,180,1,8
1538,6.4,6,771,180,180,1,8
1539,25.6,6,576,0,0,1,8
1540,25.6,6,671,0,0,1,8
1541,1.6,3,1074,180,0,0,8
1542,1.6,4,618,0,0,1,8
1543,12.8,6,620,180,180,1,8
1544,3.2,5,791,0,180,0,8
1545,12.8,4,960,180,180,1,8
1546,3.2,6,925,180,180,1,8
1547,3.2,5,862,180,180,1,8
1548,1.6,5,716,180,180,1,8
1549,6.4,4,691,0,0,1,8
1550,3.2,5,815,180,0,0,8
1551,12.8,5,775,180,180,1,8
1552,3.2,6,803,180,180,1,8
1553,3.2,5,941,0,0,1,8
1554,6.4,5,982,0,0,1,8
1555,12.8,4,798,0,0,1,8
1556,25.6,6,691,0,0,1,8
1557,6.4,6,637,180,180,1,8
1558,12.8,5,593,180,180,1,8
1559,6.4,6,627,180,0,0,8
1560,3.2,5,971,180,180,1,8
1561,12.8,6,664,180,180,1,8
1562,25.6,6,659,180,180,1,8
1563,6.4,6,732,180,180,1,8
1564,6.4,6,570,180,180,1,8
1565,25.6,6,808,0,0,1,8
1566,25.6,6,524,180,180,1,8
1567,1.6,5,486,0,180,0,8
1568,25.6,6,576,180,180,1,8
1569,6.4,5,563,0,0,1,8
1570,3.2,6,738,180,180,1,8
1571,1.6,4,1157,0,180,0,8
1572,12.8,5,673,0,0,1,8
1573,25.6,6,718,0,0,1,8
1574,1.6,5,1112,180,180,1,8
1575,25.6,6,716,0,0,1,8
1576,6.4,5,1220,180,0,0,8
1577,25.6,6,700,180,180,1,8
1578,12.8,6,582,180,180,1,8
1579,3.2,5,833,180,0,0,8
1580,3.2,3,1010,0,0,1,8
1581,25.6,6,691,0,0,1,8
1582,12.8,6,875,0,0,1,8
1583,3.2,5,1069,180,180,1,8
1584,12.8,6,762,0,0,1,8
1585,1.6,4,879,180,180,1,8
1586,3.2,4,1016,0,180,0,8
1587,25.6,6,646,180,180,1,8
1588,1.6,3,803,0,0,1,8
1589,6.4,6,729,0,0,1,8
1590,12.8,2,947,180,0,0,8
1591,3.2,4,769,0,0,1,8
1592,12.8,6,646,180,180,1,8
1593,12.8,6,588,0,0,1,8
1594,12.8,4,643,0,0,1,8
1595,1.6,5,652,180,180,1,8
1596,3.2,5,924,180,0,0,8
1597,25.6,6,504,0,0,1,8
1598,6.4,6,1064,180,0,0,8
1599,25.6,6,764,180,180,1,8
1600,3.2,6,773,0,0,1,9
1601,25.6,6,555,0,0,1,9
1602,1.6,6,469,180,0,0,9
1603,12.8,6,489,0,0,1,9
1604,3.2,6,614,0,0,1,9
1605,25.6,6,553,180,180,1,9
1606,1.6,4,931,0,0,1,9
1607,6.4,5,503,0,0,1,9
1608,1.6,5,482,180,180,1,9
1609,12.8,5,674,180,180,1,9
1610,1.6,5,701,0,0,1,9
1611,6.4,3,532,0,0,1,9
1612,25.6,6,569,180,180,1,9
1613,1.6,5,722,180,180,1,9
1614,1.6,4,798,180,0,0,9
1615,12.8,6,784,180,180,1,9
1616,6.4,5,988,180,180,1,9
1617,6.4,4,926,0,0,1,9
1618,3.2,3,741,180,180,1,9
1619,6.4,4,848,180,180,1,9
1620,1.6,1,661,0,0,1,9
1621,1.6,3,606,180,180,1,9
1622,25.6,6,541,0,0,1,9
1623,3.2,6,690,180,180,1,9
1624,25.6,6,636,0,0,1,9
1625,3.2,4,1041,180,0,0,9
1626,12.8,6,803,180,180,1,9
1627,12.8,6,582,0,0,1,9
1628,6.4,1,833,0,0,1,9
1629,1.6,4,555,0,0,1,9
1630,12.8,5,569,180,180,1,9
1631,6.4,5,1892,180,180,1,9
1632,25.6,6,505,0,0,1,9
1633,12.8,6,820,0,0,1,9
1634,3.2,2,735,0,0,1,9
1635,12.8,6,571,180,180,1,9
1636,3.2,6,648,180,0,0,9
1637,3.2,5,564,0,0,1,9
1638,12.8,4,776,180,180,1,9
1639,12.8,6,551,0,0,1,9
1640,1.6,5,597,180,180,1,9
1641,1.6,3,951,180,180,1,9
1642,6.4,6,757,180,180,1,9
1643,25.6,6,751,180,180,1,9
1644,12.8,6,568,180,180,1,9
1645,3.2,6,781,180,180,1,9
1646,25.6,6,606,180,180,1,9
1647,1.6,5,1185,0,0,1,9
1648,6.4,6,643,0,0,1,9
1649,6.4,6,544,180,180,1,9
1650,25.6,6,707,180,180,1,9
1651,3.2,1,638,0,180,0,9
1652,25.6,6,512,180,180,1,9
1653,3.2,5,517,0,0,1,9
1654,25.6,6,846,0,0,1,9
1655,3.2,6,615,180,180,1,9
1656,6.4,6,995,0,0,1,9
1657,12.8,5,521,0,0,1,9
1658,3.2,5,566,180,180,1,9
1659,25.6,6,614,180,180,1,9
1660,1.6,1,984,0,180,0,9
1661,12.8,6,571,180,180,1,9
1662,1.6,5,918,0,0,1,9
1663,3.2,5,631,0,0,1,9
1664,3.2,6,492,180,180,1,9
1665,12.8,6,543,180,180,1,9
1666,1.6,4,851,180,0,0,9
1667,12.8,6,703,180,180,1,9
1668,6.4,6,915,0,0,1,9
1669,25.6,6,708,0,0,1,9
1670,12.8,6,1060,180,180,1,9
1671,6.4,5,890,0,180,0,9
1672,6.4,6,1075,0,0,1,9
1673,6.4,6,988,0,0,1,9
1674,1.6,6,1290,0,0,1,9
1675,25.6,6,643,180,180,1,9
1676,25.6,6,590,180,180,1,9
1677,6.4,5,845,180,180,1,9
1678,1.6,5,1035,0,180,0,9
1679,6.4,4,956,180,180,1,9
1680,25.6,6,617,0,0,1,9
1681,3.2,6,1319,180,180,1,9
1682,3.2,6,1077,180,180,1,9
1683,25.6,6,548,0,0,1,9
1684,3.2,5,1125,180,180,1,9
1685,12.8,6,998,0,0,1,9
1686,25.6,6,810,180,180,1,9
1687,12.8,4,603,180,180,1,9
1688,12.8,4,597,0,0,1,9
1689,12.8,3,1109,0,0,1,9
1690,3.2,4,883,180,0,0,9
1691,3.2,4,875,0,0,1,9
1692,6.4,4,533,180,180,1,9
1693,3.2,5,519,180,180,1,9
1694,12.8,3,541,0,0,1,9
1695,3.2,2,867,0,0,1,9
1696,12.8,5,609,0,0,1,9
1697,3.2,5,822,0,0,1,9
1698,12.8,6,528,180,180,1,9
1699,25.6,6,481,0,0,1,9
1700,25.6,6,538,0,0,1,9
1701,12.8,6,756,0,0,1,9
1702,1.6,4,1035,180,0,0,9
1703,25.6,6,486,0,0,1,9
1704,12.8,3,1040,180,180,1,9
1705,1.6,4,748,0,0,1,9
1706,25.6,6,591,180,180,1,9
1707,1.6,1,655,180,180,1,9
1708,25.6,6,594,0,0,1,9
1709,25.6,6,543,180,180,1,9
1710,25.6,6,500,0,0,1,9
1711,6.4,6,531,180,180,1,9
1712,6.4,6,829,0,0,1,9
1713,6.4,1,1051,180,0,0,9
1714,1.6,5,832,180,180,1,9
1715,1.6,3,824,180,0,0,9
1716,3.2,5,574,180,180,1,9
1717,1.6,3,742,0,0,1,9
1718,3.2,4,891,180,180,1,9
1719,25.6,6,601,180,180,1,9
1720,3.2,4,1073,180,0,0,9
1721,12.8,6,649,0,0,1,9
1722,12.8,5,874,0,0,1,9
1723,25.6,6,541,180,180,1,9
1724,6.4,4,750,0,0,1,9
1725,25.6,6,501,180,180,1,9
1726,1.6,2,1059,180,180,1,9
1727,6.4,5,571,0,0,1,9
1728,1.6,1,967,0,180,0,9
1729,12.8,5,932,0,0,1,9
1730,25.6,5,770,0,0,1,9
1731,6.4,3,1293,0,0,1,9
1732,3.2,5,519,180,180,1,9
1733,3.2,2,777,180,0,0,9
1734,6.4,2,733,0,180,0,9
1735,12.8,4,561,0,0,1,9
1736,3.2,5,541,180,0,0,9
1737,1.6,4,774,180,0,0,9
1738,3.2,4,502,0,180,0,9
1739,12.8,4,505,180,180,1,9
1740,1.6,4,725,180,180,1,9
1741,1.6,3,583,180,180,1,9
1742,12.8,5,741,0,0,1,9
1743,3.2,4,554,180,0,0,9
1744,6.4,3,938,0,0,1,9
1745,12.8,4,828,180,180,1,9
1746,1.6,5,635,0,0,1,9
1747,1.6,4,787,180,180,1,9
1748,6.4,4,575,180,180,1,9
1749,1.6,4,674,180,180,1,9
1750,12.8,5,647,180,180,1,9
1751,3.2,6,634,180,180,1,9
1752,12.8,6,598,180,180,1,9
1753,25.6,6,528,0,0,1,9
1754,25.6,6,759,0,0,1,9
1755,12.8,6,740,0,0,1,9
1756,25.6,6,637,0,0,1,9
1757,6.4,1,913,0,180,0,9
1758,25.6,6,698,180,180,1,9
1759,6.4,3,881,0,0,1,9
1760,12.8,3,904,0,0,1,9
1761,6.4,4,545,180,180,1,9
1762,6.4,3,1029,0,180,0,9
1763,3.2,4,544,180,0,0,9
1764,1.6,4,1190,0,180,0,9
1765,3.2,6,558,180,180,1,9
1766,1.6,5,700,180,0,0,9
1767,25.6,6,700,0,0,1,9
1768,1.6,4,864,0,0,1,9
1769,3.2,5,583,180,180,1,9
1770,6.4,4,626,0,0,1,9
1771,3.2,5,666,180,0,0,9
1772,6.4,3,925,180,0,0,9
1773,25.6,6,532,0,0,1,9
1774,25.6,6,649,0,0,1,9
1775,25.6,6,571,180,180,1,9
1776,6.4,3,1089,0,0,1,9
1777,3.2,4,891,180,0,0,9
1778,6.4,4,1193,0,0,1,9
1779,12.8,3,1023,0,0,1,9
1780,1.6,4,646,180,0,0,9
1781,1.6,3,1237,180,180,1,9
1782,3.2,3,679,0,180,0,9
1783,3.2,4,931,180,0,0,9
1784,6.4,4,1048,180,180,1,9
1785,1.6,3,730,0,180,0,9
1786,1.6,3,607,180,180,1,9
1787,1.6,2,969,180,0,0,9
1788,6.4,5,658,180,180,1,9
1789,25.6,6,652,180,180,1,9
1790,25.6,6,607,180,180,1,9
1791,3.2,1,882,0,180,0,9
1792,6.4,6,1028,180,180,1,9
1793,1.6,4,965,180,180,1,9
1794,12.8,3,524,0,180,0,9
1795,6.4,5,647,180,180,1,9
1796,25.6,6,790,180,180,1,9
1797,12.8,6,792,0,0,1,9
1798,6.4,6,683,180,180,1,9
1799,12.8,6,1022,180,180,1,9
1800,6.4,5,799,0,180,0,10
1801,12.8,5,556,0,0,1,10
1802,12.8,5,900,0,0,1,10
1803,3.2,5,558,180,180,1,10
1804,12.8,6,597,0,0,1,10
1805,12.8,6,507,180,180,1,10
1806,12.8,6,642,180,180,1,10
1807,12.8,5,858,180,180,1,10
1808,6.4,4,586,180,180,1,10
1809,6.4,3,809,0,0,1,10
1810,12.8,4,754,0,0,1,10
1811,1.6,5,783,0,0,1,10
1812,3.2,4,652,180,180,1,10
1813,3.2,3,765,0,0,1,10
1814,6.4,3,633,0,0,1,10
1815,6.4,4,664,0,0,1,10
1816,25.6,6,486,180,180,1,10
1817,6.4,5,626,0,180,0,10
1818,1.6,6,473,180,180,1,10
1819,6.4,3,882,0,180,0,10
1820,1.6,4,982,180,0,0,10
1821,1.6,2,910,0,180,0,10
1822,25.6,5,776,0,0,1,10
1823,6.4,5,506,180,180,1,10
1824,25.6,6,500,0,0,1,10
1825,1.6,3,696,0,0,1,10
1826,25.6,6,567,180,180,1,10
1827,1.6,4,725,0,0,1,10
1828,6.4,2,868,0,0,1,10
1829,25.6,6,498,180,180,1,10
1830,12.8,5,830,180,180,1,10
1831,3.2,5,837,180,180,1,10
1832,25.6,6,594,180,180,1,10
1833,25.6,6,823,180,180,1,10
1834,1.6,5,896,180,180,1,10
1835,12.8,4,637,0,0,1,10
1836,6.4,2,770,0,0,1,10
1837,25.6,6,611,0,0,1,10
1838,12.8,5,792,0,0,1,10
1839,12.8,6,730,180,180,1,10
1840,3.2,5,843,0,180,0,10
1841,3.2,3,963,180,0,0,10
1842,3.2,6,520,0,180,0,10
1843,12.8,5,685,180,180,1,10
1844,12.8,6,509,0,0,1,10
1845,6.4,4,644,180,180,1,10
1846,1.6,2,910,180,180,1,10
1847,25.6,3,700,0,0,1,10
1848,3.2,3,984,180,180,1,10
1849,25.6,6,495,0,0,1,10
1850,25.6,6,741,0,0,1,10
1851,25.6,6,664,180,180,1,10
1852,1.6,6,692,180,180,1,10
1853,1.6,5,635,180,0,0,10
1854,25.6,6,482,0,0,1,10
1855,1.6,5,717,180,180,1,10
1856,12.8,6,584,0,0,1,10
1857,12.8,6,883,0,0,1,10
1858,1.6,6,1215,0,0,1,10
1859,3.2,3,1289,180,0,0,10
1860,3.2,3,512,180,180,1,10
1861,12.8,5,610,180,180,1,10
1862,12.8,6,633,180,180,1,10
1863,25.6,6,554,180,180,1,10
1864,6.4,6,744,180,180,1,10
1865,25.6,6,534,0,0,1,10
1866,25.6,6,559,180,180,1,10
1867,1.6,4,617,180,0,0,10
1868,25.6,6,446,0,0,1,10
1869,6.4,4,916,0,0,1,10
1870,1.6,5,527,180,0,0,10
1871,1.6,4,593,180,180,1,10
1872,12.8,5,692,180,180,1,10
1873,12.8,5,790,180,0,0,10
1874,12.8,6,431,0,0,1,10
1875,3.2,3,838,180,0,0,10
1876,6.4,5,634,180,180,1,10
1877,6.4,5,644,180,180,1,10
1878,6.4,5,530,0,0,1,10
1879,6.4,4,943,0,0,1,10
1880,3.2,5,690,180,180,1,10
1881,25.6,6,595,180,180,1,10
1882,3.2,6,871,180,180,1,10
1883,1.6,6,475,0,180,0,10
1884,25.6,6,481,0,0,1,10
1885,12.8,4,748,180,180,1,10
1886,3.2,4,737,0,0,1,10
1887,25.6,5,551,0,0,1,10
1888,6.4,1,784,180,180,1,10
1889,3.2,2,459,0,0,1,10
1890,3.2,5,545,180,180,1,10
1891,6.4,3,509,180,0,0,10
1892,6.4,2,548,180,0,0,10
1893,6.4,4,551,180,180,1,10
1894,25.6,3,768,0,0,1,10
1895,1.6,3,910,180,180,1,10
1896,3.2,2,1029,0,0,1,10
1897,12.8,3,804,0,0,1,10
1898,3.2,3,631,180,0,0,10
1899,12.8,3,573,180,180,1,10
1900,3.2,4,987,180,180,1,10
1901,25.6,6,597,180,180,1,10
1902,1.6,4,1041,180,180,1,10
1903,1.6,3,661,0,0,1,10
1904,1.6,3,887,0,180,0,10
1905,25.6,6,508,0,0,1,10
1906,3.2,2,557,0,0,1,10
1907,6.4,5,557,180,0,0,10
1908,1.6,5,844,0,180,0,10
1909,3.2,5,877,0,0,1,10
1910,3.2,5,481,180,0,0,10
1911,1.6,3,598,0,0,1,10
1912,1.6,5,478,180,180,1,10
1913,6.4,6,761,180,180,1,10
1914,1.6,4,1014,180,0,0,10
1915,12.8,4,637,180,180,1,10
1916,6.4,3,812,180,0,0,10
1917,3.2,4,650,180,180,1,10
1918,12.8,4,984,180,180,1,10
1919,3.2,4,747,180,0,0,10
1920,12.8,3,841,0,0,1,10
1921,3.2,4,858,180,180,1,10
1922,1.6,4,592,180,180,1,10
1923,1.6,3,759,0,0,1,10
1924,3.2,3,946,180,180,1,10
1925,3.2,3,890,180,180,1,10
1926,12.8,6,567,180,180,1,10
1927,25.6,6,624,180,180,1,10
1928,25.6,6,593,180,180,1,10
1929,12.8,6,654,180,180,1,10
1930,6.4,6,608,180,180,1,10
1931,6.4,5,544,0,0,1,10
1932,25.6,6,626,0,0,1,10
1933,6.4,3,861,0,0,1,10
1934,12.8,6,914,0,0,1,10
1935,25.6,6,537,180,180,1,10
1936,6.4,2,871,0,0,1,10
1937,25.6,6,611,0,0,1,10
1938,1.6,3,611,0,0,1,10
1939,25.6,6,536,180,180,1,10
1940,6.4,5,642,0,0,1,10
1941,6.4,4,1177,0,0,1,10
1942,12.8,5,552,0,0,1,10
1943,3.2,4,587,180,180,1,10
1944,25.6,1,685,0,180,0,10
1945,3.2,4,554,180,0,0,10
1946,25.6,6,609,180,180,1,10
1947,12.8,5,471,0,180,0,10
1948,6.4,3,701,180,180,1,10
1949,3.2,3,871,0,180,0,10
1950,3.2,3,925,0,0,1,10
1951,1.6,2,934,0,0,1,10
1952,1.6,4,707,180,180,1,10
1953,3.2,3,611,0,0,1,10
1954,25.6,6,531,180,180,1,10
1955,12.8,3,1106,0,0,1,10
1956,1.6,3,928,0,0,1,10
1957,12.8,5,889,0,0,1,10
1958,1.6,4,699,0,0,1,10
1959,3.2,4,1241,0,0,1,10
1960,6.4,4,938,180,180,1,10
1961,6.4,5,795,180,180,1,10
1962,6.4,4,965,0,0,1,10
1963,25.6,4,563,0,0,1,10
1964,3.2,4,505,0,0,1,10
1965,6.4,4,549,0,0,1,10
1966,3.2,4,783,180,180,1,10
1967,25.6,6,546,0,0,1,10
1968,25.6,6,616,0,0,1,10
1969,1.6,5,655,0,180,0,10
1970,3.2,3,896,180,180,1,10
1971,25.6,6,528,180,180,1,10
1972,1.6,3,573,180,180,1,10
1973,1.6,6,563,0,0,1,10
1974,25.6,6,537,180,180,1,10
1975,12.8,6,580,180,180,1,10
1976,12.8,6,506,0,0,1,10
1977,12.8,6,539,180,180,1,10
1978,3.2,4,674,0,0,1,10
1979,25.6,6,579,0,0,1,10
1980,1.6,5,739,0,180,0,10
1981,12.8,5,526,0,0,1,10
1982,1.6,3,882,0,0,1,10
1983,12.8,3,707,0,0,1,10
1984,25.6,5,554,0,0,1,10
1985,3.2,5,538,180,0,0,10
1986,6.4,6,579,180,180,1,10
1987,1.6,3,674,180,0,0,10
1988,25.6,6,609,180,180,1,10
1989,6.4,5,605,180,180,1,10
1990,6.4,6,576,180,180,1,10
1991,6.4,6,431,0,0,1,10
1992,12.8,6,460,180,180,1,10
1993,1.6,5,718,180,0,0,10
1994,12.8,6,637,180,180,1,10
1995,1.6,5,716,180,180,1,10
1996,3.2,5,511,0,0,1,10
1997,6.4,6,458,180,180,1,10
1998,3.2,4,919,180,180,1,10
1999,1.6,5,620,180,180,1,10
